FUNCTIONAL_CLASS_026,Urban,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,YEAR_ADT_030,APPR_WIDTH_MT_032,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,OPERATING_RATING_064,INVENTORY_RATING_066,APPR_ROAD_EVAL_072,TRAFFIC_DIRECTION_102,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,LOWEST_RATING,DECK_AREASQMTS,Latitude,Longitude,PPTIN,TMAXC,TMINC,pc250,scour_critical,waterway_eval,struc_eval,channel_cond,culvert_cond
9,0,2008,2,200,2016,6.7,4,14.5,0,0,44.5,32.7,8,2,0,10,0,320,2036,7,97.15,35.3857,-94.4312,72.9817963,22.7026005,9.9735899,0.10526,8,8,7,5,1
9,0,1995,2,52,1987,5.5,3,7.3,0,0,38.1,22.7,6,2,0,1,0,65,2007,7,40.15,33.023098,-94.0148,98.014801,24.2262001,11.2713003,0.0757084,8,6,6,6,1
6,0,2018,2,3500,2016,9.4,4,23.8,0,0,54.4,32.7,8,2,0,9,0,4900,2036,8,223.72,36.113382,-92.404259,78.7501984,21.0926991,8.0912704,0.255214,8,9,8,8,1
6,0,1952,2,1100,2014,6.7,3,6.4,0,0,29,17.2,7,2,0,1,0,1486,2028,7,42.88,36.245146,-91.435754,83.8531036,21.4388008,8.5198803,0.435514,8,8,4,7,1
8,0,1972,2,60,1987,6.1,3,15.2,0,0,54.4,32.7,7,2,0,1,0,70,2007,6,92.72,33.402676,-93.205747,99.7997971,23.7241001,10.9094,0.100452,8,6,6,6,1
7,0,2004,2,280,2014,12.2,3,6.4,0,24,39.9,23.6,8,2,0,13,0,266,2028,7,156.16,34.080522,-92.320413,101.2990036,23.1126995,10.4548998,0.174906,8,8,6,8,1
7,0,2007,2,3800,2014,12.2,3,6.5,0,18,39.9,23.6,8,2,0,9,1,3347,2028,8,118.95,33.381227,-91.233253,121.7610016,23.5424004,11.7321997,0.15654,8,8,6,8,1
6,0,1930,2,3000,2014,12.2,3,6.7,0,0,39,23.6,8,2,1964,5,1,3938,2028,6,81.74,35.52382,-94.092721,83.9051971,22.4853992,9.6190701,0.115675,8,8,6,6,1
8,0,1986,2,1200,2014,8.5,3,7.9,0,0,35.4,20.9,8,2,0,1,0,2457,2028,6,67.15,35.324765,-94.162783,81.9580002,22.6450996,9.76264,0.112092,8,8,5,7,1
7,0,1991,2,410,2014,8.5,3,9.1,0,0,34.5,20.9,6,2,0,1,0,524,2028,7,77.35,34.333114,-93.390594,92.4336014,22.7094002,9.4830799,0.135105,8,6,6,7,1
2,0,2007,4,12000,2014,22.9,3,12.2,0,0,32.7,19,8,2,0,14,1,13745,2028,7,279.38,35.591647,-90.523396,93.2901993,21.5925999,10.1816998,1.65912,8,8,4,7,1
7,0,1985,2,700,2014,10.4,3,7.9,0,16,54.4,32.7,6,2,0,1,0,1100,2028,7,125.61,33.562529,-92.07427,116.211998,23.3796005,10.7301998,0.144412,8,6,7,7,1
19,1,1975,2,50,2015,6,3,7,0,6,54,32.4,6,2,0,0,0,75,2040,6,42,35.261963,-94.220459,86.6353989,22.5897999,9.6888399,0.109879,5,6,6,7,1
9,0,2014,3,6500,2010,14.9,4,21.2,0,0,35.4,20.9,8,2,0,4,0,8800,2030,7,315.88,36.080999,-94.10333,69.3781967,20.3484993,8.3727598,0.112922,8,8,5,7,1
16,1,2001,2,6444,1987,7.9,3,11.6,0,0,38.1,22.7,4,2,0,1,0,8163,2007,8,91.64,34.124589,-92.014483,101.0370026,22.9489994,11.0296001,0.197108,8,8,5,8,1
6,0,1929,2,2100,2014,8.5,3,8.2,0,0,49.9,29.9,8,2,0,7,0,2646,2028,8,69.7,35.0051,-93.091259,85.759903,22.3486996,9.7283401,0.183852,8,8,7,7,1
7,0,1934,2,1722,2018,7.3,3,6.3,8.1,9,38.7,23.4,6,2,0,11,0,2583,2038,6,54.81,36.361425,-91.575864,80.1376038,21.2928009,8.0329599,0.390847,8,6,6,5,1
9,0,2001,2,197,1987,5.5,3,10.4,0,0,38.1,22.7,6,2,0,1,0,260,2007,8,57.2,35.444671,-91.304607,90.4005966,21.7150993,10.3648996,0.491651,8,7,6,7,1
11,1,1982,4,80000,2014,24.4,3,9.8,0,0,37.2,22.7,8,2,0,12,1,115000,2033,6,239.12,36.180561,-94.105048,68.5046005,20.3337002,8.3808804,0.11175,8,8,5,8,1
7,0,1976,2,720,2014,7,4,18.3,0,0,35.4,21.8,7,2,0,1,0,780,2028,7,128.1,36.282442,-91.485254,83.4593964,21.3518009,8.3711395,0.41989,8,8,5,7,1
7,0,1984,2,240,2014,8.5,2,6.9,0,0,31.7,19,6,2,0,1,0,313,2028,8,58.65,33.583162,-93.324038,95.5999985,23.4538002,10.9303999,0.103908,8,7,5,7,1
6,0,1951,2,6200,2014,17.4,3,9.7,0,0,28.1,17.2,7,2,0,1,0,6988,2028,8,168.78,33.380432,-91.495258,123.1210022,23.7684002,11.4646997,0.149423,8,8,4,8,1
2,0,1931,2,8300,2014,9.1,4,7.3,0,0,39.9,23.6,8,2,0,1,1,10577,2028,7,66.43,36.292494,-93.560155,68.3336029,20.4542007,8.1300802,0.144243,8,8,5,5,1
7,0,1990,2,240,1989,8.5,3,9.8,0,0,29,17.2,8,2,0,1,0,293,2009,7,83.3,35.041919,-94.11353,79.9427032,22.7970009,9.6617804,0.111479,8,8,5,6,1
6,0,1928,2,2500,2014,11,3,6.4,14.9,15,35.4,21.8,7,2,0,1,1,3604,2027,6,95.36,33.102645,-93.121361,109.4840012,23.9880009,10.9991999,0.0927035,8,7,5,7,1
6,0,1978,2,4600,2014,9.8,2,6.7,0,0,31.7,19,7,2,0,1,0,5300,2028,7,65.66,35.541638,-92.061663,85.9383011,21.7544003,9.1960497,0.346247,8,8,5,7,1
19,1,1982,4,15000,2012,7.3,2,7.3,16.2,21,27.2,16.3,8,2,0,1,0,16500,2032,7,155.49,34.39392,-92.20416,97.8668976,22.9594002,10.6442003,0.213888,8,8,4,8,1
14,1,2009,3,13000,2014,11.6,3,6.8,0,0,30.8,18.1,8,2,0,1,1,16494,2028,7,78.88,34.332732,-92.350369,95.6555023,23.0599995,10.1694002,0.197455,8,8,4,7,1
14,1,1972,5,34000,2014,20.7,2,10.1,0,0,34.5,20.9,8,2,0,1,0,43601,2028,6,209.07,36.083584,-94.083901,69.2789001,20.3404999,8.2258501,0.113784,8,6,5,8,1
1,0,1965,4,28000,2013,23.2,5,9.1,0,0,39,23.6,8,2,0,35,1,32333,2028,6,211.12,35.2952,-94.092545,83.0259018,22.6191006,9.7161102,0.114599,8,7,5,6,1
11,1,1965,1,3628,2014,7.6,4,7.6,0,0,31.7,20.9,8,1,0,1,1,5500,2028,6,57.76,35.274899,-94.212448,85.3526993,22.5680008,9.6700697,0.110166,8,6,5,6,1
9,0,1992,2,200,2017,7.3,5,14,0,0,54,32.4,7,2,0,10,0,240,2037,8,102.2,36.364716,-90.493144,83.0675964,20.9703999,9.3738203,0.722014,8,8,8,7,1
7,0,1954,2,686,2017,7.3,3,7.6,6.1,6,38.7,23.4,6,2,0,7,0,960,2037,6,48.64,36.471871,-90.434724,83.6303024,20.9174004,9.2489204,0.760981,8,2,6,7,1
7,0,1981,2,280,1987,8.5,3,9.8,0,0,31.7,19,8,2,0,1,0,375,2007,7,83.3,35.303709,-93.475097,84.5028,22.4521999,9.6479597,0.154298,8,8,5,6,1
7,0,1986,2,2800,2014,6.1,4,8.2,0,0,31.7,19,6,2,0,8,0,3770,2028,7,50.02,35.071523,-92.170491,89.7805023,22.2949009,10.3332996,0.476704,8,8,5,7,1
6,0,2010,2,1400,2014,12.2,4,20.7,0,0,43.5,26.3,7,2,0,10,0,3200,2029,7,252.54,36.084084,-91.553862,87.7124023,22.0515003,8.40483,0.416558,8,7,6,7,1
6,0,1976,2,1350,2013,9.1,3,13.1,9.1,11,44.4,32.7,8,2,0,14,0,1890,2033,5,141.48,33.050194,-94.033884,96.6930008,24.2236996,11.2806997,0.0759375,8,6,5,7,0
9,0,1977,2,99,1987,6.7,2,9.4,0,0,54.4,32.7,8,2,0,1,0,123,2007,7,62.98,33.583802,-91.543955,121.3789978,23.4456997,11.5300999,0.165117,8,4,7,6,1
19,1,1978,2,31,1987,5.5,3,6.7,7.6,8,32.7,19,8,2,0,1,0,44,2007,7,52.93,36.0839,-94.065079,69.1936035,20.3271008,8.1905804,0.114686,8,7,5,8,1
9,0,2005,2,10,2005,6.7,4,12.7,7,9,31.7,19,8,2,0,1,0,13,2025,7,119.38,34.592,-92.075879,91.4244995,22.4115009,11.0966997,0.250372,8,8,5,7,1
9,0,2015,2,400,2000,6.1,3,7,0,0,33.6,20,7,2,0,3,0,540,2020,8,42.7,36.29206,-94.175542,67.4501038,20.1905003,7.948,0.107219,8,7,5,7,1
7,0,1931,2,1400,2014,8.5,3,9.1,0,0,38.1,22.7,7,2,0,1,0,1704,2028,7,77.35,34.362314,-93.513733,95.4450989,22.5552006,9.38937,0.128927,8,8,6,7,1
7,0,1952,2,650,2014,8.5,4,7.6,0,0,35.4,21.8,8,2,0,1,0,972,2028,6,64.6,34.383572,-94.262126,91.0802994,21.8332005,9.73316,0.0991393,8,8,5,6,1
7,0,1966,2,510,2014,12.8,3,9.4,0,0,39.9,23.6,8,2,0,1,0,854,2028,7,120.32,35.064672,-93.142353,83.6334,22.6658001,9.4051104,0.180911,8,8,6,7,1
7,0,2003,2,76,1987,6.7,3,6.7,0,0,54.4,32.7,8,2,0,1,0,96,2007,7,44.89,34.201184,-91.530864,101.447998,22.6408997,11.2442999,0.240115,8,8,7,7,1
2,0,1953,2,5300,2014,11.9,3,6.4,0,0,39.9,23.6,8,2,0,1,1,6478,2028,7,76.16,34.38136,-94.121418,95.7566986,21.2609005,9.7421103,0.102435,8,8,5,7,1
7,0,1985,2,150,2014,8.5,2,10.4,0,0,34.5,20.9,6,2,0,1,0,103,2028,8,88.4,35.030035,-91.16292,93.1707001,21.8222008,10.6687002,0.473833,8,8,6,7,1
9,0,1950,2,400,1987,7.3,6,6.7,0,0,39.9,23.6,8,2,0,1,0,518,2007,6,48.91,34.390935,-92.181195,97.6780014,22.9228992,10.7137003,0.215115,8,6,6,5,1
7,0,1984,2,1206,2017,10.4,3,15.3,11.6,14,99.9,72.9,8,2,0,10,0,1809,2037,7,218.79,36.432436,-90.144538,82.3007965,20.7597008,9.3904896,1.05676,8,8,7,7,1
2,0,1966,4,16076,2017,25,3,8.9,0,0,72,43.2,8,2,2004,25,1,28133,2037,6,222.5,36.333572,-94.202539,67.1287994,20.1872005,7.9355302,0.105622,8,8,6,6,1
7,0,1974,2,640,2014,6.7,3,13.4,0,0,32.7,19,8,2,0,1,0,940,2027,7,89.78,36.015034,-93.362667,78.7219009,19.9794998,8.4665003,0.165986,8,8,5,7,1
19,1,2008,2,250,1989,11,3,8.5,11,24,29,17.2,6,2,0,1,0,352,2009,7,201.45,36.023819,-94.14098,70.3401031,20.3320007,8.29807,0.111733,8,8,5,8,1
7,0,1986,2,840,2014,10.4,3,9.8,0,0,29.9,18.1,8,2,0,1,0,1132,2028,7,101.92,34.000489,-94.152991,91.3902969,23.4202995,9.8769102,0.0945239,8,6,5,6,1
7,0,2010,2,170,2010,9.8,2,8.4,0,0,36.3,21.8,8,2,0,14,0,230,2030,8,82.32,35.011974,-93.163159,86.5226974,22.3414993,9.6719904,0.176128,8,7,6,7,1
1,0,1967,4,30000,2014,30.2,3,6.7,0,0,41.7,24.5,8,2,0,1,1,33637,2028,6,202.34,34.153632,-92.585476,102.1709976,23.1560993,10.1122999,0.166797,8,8,6,6,1
2,0,2010,4,6200,2014,30.5,3,16.5,0,0,35.4,21.8,8,2,0,16,1,10800,2027,7,503.25,35.033787,-92.112144,91.3283005,22.2215004,10.6191998,0.451552,8,6,5,7,1
9,0,1984,2,40,2018,6.1,3,6.4,7.3,7,49.5,16.2,7,2,0,10,0,48,2038,6,46.72,36.31336,-91.183096,86.2842026,21.0876999,8.3692303,0.490591,5,5,5,7,1
6,0,1990,2,240,2014,7.3,2,8.5,0,0,54.4,32.7,8,2,0,1,0,236,2028,6,62.05,34.352252,-93.341876,92.3985977,22.6662998,9.5323095,0.13848,8,8,6,7,1
7,0,2003,2,700,2014,11,3,6.4,0,0,26.3,16.3,8,2,0,1,0,1159,2028,8,70.4,34.562626,-94.082742,90.9932022,22.0107002,9.6338902,0.106094,8,8,4,8,1
6,0,1987,2,4300,2014,12.2,2,7.9,0,0,50.8,30.8,8,2,0,1,0,5017,2028,7,96.38,35.490171,-91.425145,91.0437012,21.3567009,10.1927004,0.455982,8,9,7,7,1
7,0,1972,2,1300,2014,10.1,3,6.7,0,0,39.9,23.6,8,2,0,1,0,1536,2028,7,67.67,35.270561,-92.131269,87.1260986,21.8939991,10.3647003,0.481684,8,7,6,7,1
7,0,1984,2,300,2016,7.3,3,7,9.1,10,44.5,32.7,8,2,0,15,0,480,2036,8,68.6,35.075102,-94.425199,83.0783005,22.5016994,9.5828505,0.103901,8,6,8,7,1
6,0,1955,2,500,2018,6.7,2,6.8,0,0,54.5,32.7,8,2,0,0,0,600,2040,6,45.56,34.212401,-92.074796,100.5579987,22.9211006,10.9513998,0.202639,8,5,6,5,1
9,0,2000,2,50,2000,6.4,3,13.7,0,0,39.9,23.6,8,2,0,1,0,67,2020,8,87.68,35.290228,-93.155855,84.5747986,22.5806999,9.4405203,0.188757,8,7,6,7,1
6,0,1987,2,4300,2014,12.2,2,7.9,0,0,50.8,30.8,8,2,0,1,0,5017,2028,7,96.38,35.490171,-91.425145,91.0437012,21.3567009,10.1927004,0.455982,8,9,7,7,1
8,0,2005,2,50,2013,6.7,2,14,7.3,8,38.1,22.7,7,2,0,1,0,55,2033,7,110.6,35.314211,-92.371967,86.7368011,22.0286999,10.0962,0.349399,8,7,6,7,1
6,0,1947,2,2100,2014,8.5,3,6.7,0,0,39,23.6,6,2,0,1,0,1992,2028,7,56.95,35.014796,-92.433111,89.0917969,22.4620991,10.1993999,0.306576,8,8,6,7,1
7,0,1993,2,530,2014,8.5,3,9.1,0,0,29.9,18.1,8,2,0,1,0,605,2028,6,77.35,35.505895,-94.042892,83.5236969,22.6804008,9.7817097,0.117957,8,8,5,6,1
6,0,1947,2,6500,2014,9.1,3,7.9,0,0,50.8,30.8,8,2,0,1,0,4685,2028,5,71.89,36.120358,-93.072261,72.4882965,20.1424007,8.4547501,0.191496,8,8,5,6,0
19,1,2016,2,200,2015,6.1,6,7,6.1,6,47.2,32.7,8,2,0,3,0,300,2034,7,42.7,34.284928,-93.043364,94.4153976,23.0184002,9.8894901,0.151166,8,8,7,8,1
6,0,1974,2,1600,2014,10.1,4,11,0,0,49.9,29.9,7,2,0,1,0,1688,2028,7,111.1,33.522553,-93.552748,96.7974014,23.5356007,10.9144001,0.0958656,8,5,7,6,1
16,1,1979,2,6800,2014,12.2,2,8.2,0,0,29.9,18.1,8,2,0,1,0,5799,2028,7,100.04,35.194998,-94.174671,85.9702988,22.5524006,9.7827702,0.110757,8,8,4,6,1
8,0,1938,2,79,1987,8.2,2,8.5,8.2,9,49.9,29.9,6,2,0,1,0,95,2007,7,73.1,34.041819,-93.090151,93.2201004,23.4419003,10.1700001,0.135784,8,6,7,6,1
1,0,1966,2,45211,2014,12.2,4,7.6,0,0,39,23.6,8,1,0,45,1,16818,2028,6,92.72,34.18249,-92.563257,101.7819977,23.1921997,10.0918999,0.170218,8,8,5,5,1
7,0,1956,2,502,2018,7.3,2,7.1,7.9,8,45.9,27.9,6,2,0,4,0,1054,2038,6,60.35,36.440611,-93.073478,64.5357971,20.7800007,7.30933,0.179189,5,6,6,5,1
2,0,1935,2,4400,2014,11,3,7.3,0,0,42.6,25.4,8,2,1992,1,1,3285,2028,8,80.3,34.144614,-91.203364,108.1529999,22.6746998,11.4145002,0.259007,8,6,6,8,1
7,0,1985,2,540,2014,9.8,4,8.8,0,0,35.4,21.8,8,2,0,1,0,572,2028,8,86.24,34.214276,-92.334701,97.2617035,23.0851002,10.1288996,0.186516,8,8,5,7,1
7,0,1930,2,2200,2014,9.1,3,10.1,0,0,39.9,23.6,8,2,0,1,1,3449,2028,7,91.91,35.091086,-92.344639,89.4385986,22.4699993,9.9765396,0.371664,8,8,6,7,1
11,1,1965,1,0,2014,8.2,4,8.2,0,0,31.7,19,8,1,0,1,1,5500,2028,7,67.24,35.27433,-94.212448,85.4123001,22.5685005,9.6701803,0.110163,8,5,4,7,1
17,1,1994,2,4,1987,4.9,3,6.4,7.3,8,54.4,32.7,8,2,0,1,0,5,2007,5,50.56,34.340569,-94.135449,94.2845001,21.8731995,9.6066103,0.101394,8,6,5,6,0
7,0,1982,2,170,2014,9.1,2,13.4,0,0,47.2,28.1,5,2,0,1,0,186,2028,7,121.94,35.051731,-92.580759,87.3261032,22.5587997,9.8132601,0.271171,8,8,7,7,1
1,0,1965,6,28000,2013,23.2,3,6.1,0,0,39.9,23.6,8,2,0,1,1,32333,2028,6,141.52,35.305011,-94.0704,82.7958984,22.6320992,9.7379103,0.115576,8,8,5,8,1
2,0,1955,2,1100,2016,9.8,4,14.8,9.8,10,44.5,32.7,8,2,0,16,0,1760,2036,6,153.92,34.411281,-94.384669,89.6735001,21.7395992,9.5163097,0.0975601,8,8,6,7,1
8,0,1956,2,808,2017,6.1,4,16.1,7.6,8,41.4,24.3,8,2,0,11,0,1131,2037,6,132.02,36.384542,-90.363808,84.4132004,20.7945995,9.0646696,0.804472,8,8,6,7,1
6,0,2000,2,1800,2014,9.8,2,8.2,0,0,29.9,18.1,6,2,0,12,0,2116,2028,7,80.36,35.021456,-92.544878,87.7853012,22.5720997,9.8677301,0.274833,8,8,5,7,1
2,0,1972,2,5400,2014,13.4,3,9.1,0,0,35.4,21.8,8,2,0,1,1,6344,2028,6,121.94,34.553133,-94.061889,91.3104019,22.0275002,9.63027,0.106661,8,7,5,6,1
7,0,2007,2,15000,2014,8.8,3,6.4,10,11,39.9,23.6,9,2,0,1,0,125,2033,8,67.84,36.150952,-94.290621,66.9723969,20.3635998,8.3052397,0.104334,8,9,5,8,1
1,0,2001,6,11000,2013,0.6,4,7.6,0,0,39,23.6,8,2,0,1,1,12182,2028,8,4.56,33.212595,-94.000831,93.8264008,24.0823002,10.7965002,0.0793637,8,8,5,6,1
7,0,1979,2,107,1987,8.5,3,10,0,0,29.9,18.1,8,2,0,1,0,141,2007,7,85,34.2856,-93.142006,96.8906021,23.0077991,9.7495899,0.145991,8,8,5,7,1
7,0,1984,2,2272,2017,10.4,4,12,0,0,72,43.2,8,2,0,6,0,3748,2037,6,124.8,36.343348,-93.480581,67.0264969,20.5186996,8.0883102,0.148993,8,8,6,6,1
2,0,1950,2,2300,2014,9.8,2,7.9,0,0,49.9,29.9,8,2,0,1,1,2742,2028,7,77.42,33.182095,-91.241648,128.4609985,23.8656006,11.7265997,0.140584,8,8,7,8,1
7,0,1984,2,28,1987,7.3,4,16.5,0,0,39.9,23.6,8,2,0,1,0,35,2007,7,120.45,34.045131,-93.43243,95.1981964,23.2574005,10.2257004,0.119874,8,7,6,6,1
8,0,2015,2,1800,2014,13.6,4,15.5,13.6,18,54.4,32.7,6,2,0,3,0,2300,2034,8,274.35,34.361685,-92.573459,96.4423981,23.1753006,10.0712996,0.184681,8,6,8,8,1
7,0,1976,2,1300,2014,11,2,7.3,0,0,24.5,14.5,8,2,0,1,0,1959,2028,7,80.3,33.041542,-92.183549,134.3899994,24.1839008,11.0781002,0.110136,8,8,4,7,1
9,0,2014,2,100,2016,8.5,6,17.1,0,0,90.7,88.9,8,2,0,10,0,160,2036,8,145.35,36.1647,-94.5337,65.6298981,20.6077003,8.4184198,0.0968388,8,7,8,8,1
2,0,2003,2,3600,2014,11,4,14.6,11,30,31.7,19,9,2,0,1,1,4235,2028,7,440.92,35.005695,-90.490051,98.8519974,21.9382992,10.6982002,0.708392,8,8,5,7,1
7,0,1952,2,2500,2014,8.2,5,9.1,0,0,41.7,25.4,7,2,0,1,0,4472,2028,6,74.62,35.164382,-91.561186,90.6097031,22.0634995,10.4717999,0.396901,8,8,6,6,1
1,0,1982,4,76000,2014,24.4,3,9.8,0,0,39,23.6,8,2,0,11,1,114000,2033,6,239.12,36.130418,-94.105228,68.4094009,20.3635006,8.3533096,0.112298,8,8,5,6,1
14,1,1960,5,20740,2013,19.8,3,17.7,19.9,26,44.4,32.7,8,2,1994,5,0,29040,2033,7,458.43,33.265761,-94.042851,92.6837997,24.0625,10.6865997,0.0798594,8,6,7,7,1
9,0,2014,2,40,2015,7.3,3,6.7,0,0,54.4,32.7,6,2,0,1,0,50,2035,8,48.91,36.162927,-92.514248,78.5286026,20.9421997,8.0721798,0.241251,8,6,8,7,1
7,0,1986,2,6400,2014,9.4,3,16.8,0,0,42.6,25.4,6,2,0,1,0,6381,2028,8,157.92,35.083944,-92.264423,88.8404007,22.3761997,10.1381998,0.433518,8,8,6,7,1
14,1,1935,4,6600,2014,19.5,3,8.8,0,0,39.9,23.6,8,2,0,1,0,7019,2027,7,171.6,33.072909,-91.574035,127.3560028,24.1222,11.4175997,0.125817,8,8,5,8,1
7,0,2003,2,620,2014,11,3,14,0,0,47.2,28.1,8,2,0,13,0,1159,2028,6,154,34.561157,-94.104349,90.8675995,21.9479008,9.6644096,0.105476,8,6,6,8,1
2,0,2010,4,6200,2014,30.5,3,16.5,0,0,35.4,21.8,8,2,0,16,1,10800,2027,7,503.25,35.033787,-92.112144,91.3283005,22.2215004,10.6191998,0.451552,8,6,5,7,1
8,0,2009,2,150,2007,8.5,2,7.5,0,0,38.1,22.7,8,2,0,6,0,188,2027,8,63.75,33.253294,-93.512375,99.5423965,23.7996006,10.8473997,0.0892668,8,6,6,7,1
7,0,1965,2,120,2014,6.7,3,7.9,0,0,44.4,26.3,8,2,0,1,0,87,2028,6,52.93,34.232479,-94.165999,92.6736984,22.5986996,9.5504704,0.0988826,8,8,6,8,1
9,0,1955,1,24,2016,9.8,3,7,0,0,63.9,38.3,7,3,0,15,0,38,2036,8,68.6,36.243804,-94.4434,66.4144974,20.4216003,8.2754202,0.0982928,8,8,8,8,1
14,1,1990,2,1500,2014,13.4,2,7.9,22.6,23,42.6,25.4,9,2,0,1,0,2044,2028,7,178.54,33.3517,-92.0445,122.0479965,23.7220993,10.6339998,0.131543,8,8,6,8,1
2,0,1928,2,2300,2014,13.4,3,6.4,0,0,29.9,18.1,8,2,1971,1,1,3014,2028,7,85.76,33.162308,-93.533317,99.7685013,23.9277,10.9926996,0.0864225,8,6,5,7,1
16,1,2004,2,100,1987,7.6,4,6.7,7.6,8,31.7,19,8,2,0,1,0,134,2007,8,52.93,35.501795,-90.412629,94.6965027,21.5100994,10.1498003,1.86151,8,7,5,8,1
7,0,1951,2,2800,2014,7.9,5,14,0,0,40.8,24.5,8,2,0,1,0,2044,2028,6,110.6,35.244899,-93.0529,84.1376038,22.5384998,9.3879499,0.201305,8,7,6,7,1
6,0,1958,2,3200,2014,8.2,3,7,0,0,54.4,32.7,8,2,0,1,0,4666,2028,7,57.4,34.523014,-92.36352,98.3041,22.8782005,10.6907997,0.21726,8,8,7,6,1
19,1,1997,2,878,2017,8.5,4,7.9,0,0,87.3,52.2,8,2,0,5,0,1317,2037,7,67.15,36.472465,-90.270717,82.864502,20.8048,9.1167402,0.895896,8,8,7,6,1
7,0,1990,2,350,2014,7,3,7.6,0,0,50.8,30.8,8,2,0,1,0,685,2028,7,53.2,35.43268,-91.043422,89.7170029,21.6110001,10.4125996,0.64562,8,9,7,7,1
2,0,1979,2,15000,2014,7,2,9.1,0,0,47.2,28.1,8,2,0,1,1,55,2028,7,63.7,36.171399,-93.103478,70.3584976,20.5041008,8.1318798,0.186842,8,8,7,7,1
6,0,2015,2,1109,2017,7.3,4,11.8,0,7,75.6,45,8,2,0,4,0,1774,2037,8,86.14,36.334285,-90.330349,84.9354019,20.7338009,8.9909801,0.837088,8,9,8,7,1
16,1,2001,2,100,1998,7.3,2,7.6,7.3,8,47.2,28.1,6,2,0,1,0,125,2018,8,60.8,34.172519,-94.19176,92.4055023,22.9001007,9.6729698,0.0972173,8,6,7,5,1
7,0,1947,2,810,2014,8.5,3,10.1,0,0,39.9,23.6,7,2,0,1,0,1179,2028,7,85.85,34.42576,-91.14412,99.5328979,22.5641003,11.1499996,0.337922,8,8,6,4,1
7,0,1987,2,2200,2014,10.4,2,7.9,0,0,49.9,29.9,8,2,0,1,0,3183,2028,7,82.16,33.022151,-92.352043,129.6150055,24.1198006,11.1545,0.105728,8,8,7,5,1
7,0,1973,2,320,2014,7,2,7,0,0,47.2,28.1,8,2,0,1,0,354,2028,6,49,34.532432,-93.555642,93.998497,22.3393002,9.2882996,0.131554,8,8,6,7,1
1,0,1965,4,25000,2014,30.2,2,8.5,0,0,42.6,25.4,8,2,0,38,1,34785,2028,7,256.7,35.243092,-93.224746,86.1473999,22.4109001,9.4603596,0.178494,8,8,6,7,1
9,0,2014,3,6500,2010,14.9,4,21.2,0,0,35.4,20.9,8,2,0,4,0,8800,2030,7,315.88,36.080999,-94.10333,69.3781967,20.3484993,8.3727598,0.112922,8,8,5,7,1
6,0,1983,2,1600,2014,11.6,2,11,0,0,50.8,30.8,8,2,0,1,0,1749,2028,7,127.6,33.483844,-93.262713,97.9740982,23.5932007,11.1342001,0.101901,8,7,7,6,1
8,0,1990,2,80,1992,6.1,4,8.8,7.3,7,39.9,23.6,8,2,0,1,0,104,2012,6,64.24,34.413098,-92.263166,99.1460037,23,10.5734997,0.211914,8,7,6,6,1
2,0,1995,4,11000,2014,22.6,3,7,0,0,39,23.6,8,2,0,1,1,12841,2028,6,158.2,36.195142,-92.204477,80.100502,21.3395996,7.8797598,0.277838,8,8,5,8,1
7,0,1953,2,678,2018,7.3,4,7.6,7.3,8,43.2,26.1,6,2,0,18,0,1017,2038,5,60.04,36.315546,-92.023749,78.6309967,20.8402996,7.9345999,0.302657,5,8,5,5,0
9,0,1946,2,98,1987,9.1,3,6.2,0,0,39.9,23.6,8,2,0,1,0,119,2007,8,56.42,34.214553,-91.122454,105.8249969,22.6853008,11.3413,0.28221,8,8,6,7,1
7,0,1971,2,250,2016,10.4,3,14.2,10.4,23,44.5,32.7,8,2,0,15,0,400,2036,8,329.44,34.460604,-94.444246,89.797699,21.9916,9.3944798,0.0976072,8,8,8,7,1
9,0,1947,1,50,2016,6.1,3,7,0,0,51.7,31,8,3,0,15,0,80,2036,7,42.7,36.422132,-94.424154,66.8559036,20.7471008,8.0973101,0.0965027,8,8,7,8,1
2,0,1928,4,4700,2014,23.2,3,6.7,0,0,35.4,21.8,8,2,1955,24,1,5200,2031,7,155.44,33.590982,-92.244464,114.4000015,23.4358997,10.4503002,0.140584,8,8,5,7,1
19,1,1982,4,6900,2012,14.6,2,11.9,0,0,54.4,32.7,6,2,0,1,0,7800,2032,6,173.74,34.453502,-92.181076,96.7136002,22.7838001,10.7747002,0.222489,8,7,6,6,1
2,0,1939,2,2600,2014,11,3,7.9,0,0,32.7,19,8,2,0,1,1,3416,2028,5,86.9,34.42455,-94.095562,97.3471985,20.7803993,9.9446402,0.103877,8,6,5,5,0
6,0,1947,2,3300,2014,10.4,3,6.4,0,0,26.3,16.3,8,2,0,1,0,5560,2028,7,66.56,35.33504,-91.123085,90.6078033,21.7292004,10.5,0.563216,8,9,4,7,1
2,0,1958,2,4200,2016,11,3,10.4,0,0,51.7,31,8,2,0,16,0,6720,2036,8,114.4,34.092316,-94.451344,87.9781036,23.3314991,9.9630604,0.0919185,4,8,7,6,1
