FUNCTIONAL_CLASS_026,Urban,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,YEAR_ADT_030,APPR_WIDTH_MT_032,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,OPERATING_RATING_064,INVENTORY_RATING_066,APPR_ROAD_EVAL_072,TRAFFIC_DIRECTION_102,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,LOWEST_RATING,DECK_AREASQMTS,Latitude,Longitude,PPTIN,TMAXC,TMINC,pc250,scour_critical,waterway_eval,struc_eval,channel_cond,culvert_cond
7,0,2010,2,75,2016,6.1,4,12.8,12.8,13,44.5,32.7,8,2,0,15,0,120,2036,8,171.52,35.12155,-99.12472,26.1089993,22.5781994,9.1425505,0.134835,8,8,8,9,1
7,0,1933,2,1200,2016,8.2,3,16.5,11,12,44.5,32.7,8,2,0,15,0,1920,2036,5,193.05,36.084094,-99.305642,21.4845009,21.5137005,7.33604,0.0890538,7,7,5,6,0
7,0,1962,2,175,2016,9.8,2,7.9,9.8,10,44.5,32.7,5,2,0,15,0,280,2036,8,82.95,36.432585,-97.483574,28.6842995,21.6147995,8.6856804,0.0845231,8,5,8,4,1
7,0,2017,2,1500,2016,12.2,4,9.4,0,0,59.1,45.6,8,2,0,20,0,2100,2036,8,114.68,36.0657,-97.311,30.1408997,22.0401001,9.47962,0.100104,8,8,8,8,1
7,0,1940,2,165,2016,6.7,3,6.4,8.5,9,37.2,21.8,8,2,0,15,0,264,2036,6,58.88,34.013892,-97.205344,45.8680992,23.4859009,11.1745005,0.119346,7,7,6,8,1
9,0,1987,2,100,2016,5.5,3,8.5,7.9,8,43.4,33.3,6,2,0,10,0,160,2036,6,72.25,35.433273,-95.511044,60.0721016,22.0827999,10.0635004,0.0972449,4,7,6,6,1
9,0,2003,2,100,2016,7.3,3,13,7.9,8,30.5,23.5,6,2,0,10,0,160,2036,6,110.5,35.135333,-94.531623,74.7519989,22.8938999,9.6864901,0.102646,4,8,6,5,1
7,0,1936,2,1200,2016,7.9,3,10.4,9.1,10,38.9,30,7,2,1962,15,0,1920,2036,7,101.92,35.361719,-99.543016,21.7106991,22.1784,8.3467703,0.102649,8,7,7,7,1
2,0,1998,4,5000,2016,24.4,3,10.1,0,0,54.4,32.7,8,2,0,25,0,8000,2036,8,246.44,35.470675,-98.245177,28.3495007,21.9528008,9.1665201,0.173846,8,8,8,7,1
9,0,2011,2,75,2016,8.8,3,10.7,0,0,77.5,46.4,8,2,0,6,0,120,2036,8,94.16,36.112,-96.3637,42.2229996,21.8397999,9.2028303,0.0768828,8,6,8,8,1
9,0,1989,2,25,2016,6.1,6,14.9,7.4,8,44.5,32.7,8,2,0,10,0,40,2036,8,119.2,35.145197,-99.09143,26.3600998,22.4747009,9.1422701,0.136784,8,7,8,7,1
6,0,1967,2,620,2016,12.2,3,7.9,18.9,20,75,44.9,8,2,0,16,0,992,2036,7,154.05,36.072356,-98.283608,24.3262997,22.3008995,8.79949,0.116818,8,7,7,7,1
6,0,1931,2,1900,2016,23.5,3,17.1,0,0,44.5,32.7,8,2,2000,16,0,3040,2036,7,401.85,34.313996,-98.584174,30.7341003,24.0949993,10.0823002,0.136351,8,7,7,7,1
6,0,1931,2,1800,2016,7.3,2,7.9,0,0,44.5,32.7,8,2,0,16,0,2880,2036,7,57.67,35.240458,-96.072273,55.6299019,22.4689007,10.0240002,0.116947,8,6,7,8,1
9,0,1941,2,100,2016,7.9,3,6.4,11.6,12,44.5,32.7,8,2,0,10,0,160,2036,6,78.08,34.575236,-96.355911,58.9835014,22.9531002,10.0291996,0.152828,8,6,6,5,1
9,0,1970,2,2300,2016,9.1,3,11.3,9.9,12,37.2,21.8,8,2,0,10,0,3680,2036,6,131.08,35.301333,-97.344191,37.5714989,22.1257992,10.0320997,0.184391,8,7,5,9,1
19,1,1960,2,1500,2016,7.8,3,11.9,7.8,9,24.5,14.5,6,2,0,10,0,2400,2036,3,110.67,35.263514,-97.265673,38.8942986,22.2215004,9.8163004,0.172254,3,6,3,7,0
7,0,1983,2,1102,2016,7,4,7.6,9.8,10,37.2,21.8,8,2,0,15,0,1763,2036,7,79.04,34.320999,-97.545373,42.0432014,23.3633003,10.4570999,0.177734,8,7,5,6,1
7,0,2013,2,100,2016,6.7,5,10.5,14.3,15,43.5,32.7,8,2,0,15,0,160,2036,8,156.45,34.5816,-97.173,45.3849983,23.2684994,10.5728998,0.217401,8,7,8,8,1
7,0,1937,2,100,2016,6.7,3,6.4,7.7,8,32.7,19.1,8,2,0,15,0,160,2036,8,53.76,34.074468,-96.432963,57.6743011,23.2695007,10.9231997,0.120649,4,7,5,7,1
7,0,1954,2,1600,2016,9.1,3,7,0,0,40.2,24.1,8,2,0,15,0,2560,2036,7,63.7,35.324162,-95.512854,61.4902,22.2063999,10.1140003,0.100635,4,7,6,6,1
7,0,1940,2,2800,2016,11,3,9.4,0,0,32.7,19.6,8,2,2001,15,0,4480,2036,8,103.4,34.570202,-97.504658,42.5470009,23.1681004,10.2961998,0.263455,8,8,5,8,1
9,0,1930,2,100,2016,6.7,3,13.1,6.7,8,44.5,32.7,8,2,0,10,0,160,2036,7,99.56,34.375095,-98.531723,30.7712002,23.9276009,9.9866199,0.157936,8,6,7,6,1
16,1,1950,2,3000,2016,9.8,3,7,12.8,13,37.2,21.8,7,2,0,5,0,4800,2036,3,93.8,35.2055,-97.270846,39.169899,22.3551998,9.7174902,0.1794,3,7,3,6,0
9,0,2009,2,50,2016,7.9,4,9.4,0,0,44.5,32.7,8,2,0,10,0,80,2036,7,74.26,35.3909,-98.1457,29.9060001,21.9685001,9.3795404,0.19969,8,7,7,5,1
9,0,1989,4,300,2016,14.8,2,7.7,0,0,45.4,32.7,8,2,0,10,0,480,2036,7,113.96,36.053744,-95.501094,52.2887001,21.7784004,9.5483704,0.0822588,8,8,7,8,1
7,0,1995,2,250,2016,7.9,4,11.3,0,0,58.1,34.5,8,2,0,15,0,400,2036,3,89.27,34.572708,-97.021282,48.071701,22.7390995,10.2526999,0.190216,3,5,3,3,0
9,0,1986,2,100,2016,6.1,3,11.2,9.8,10,44.5,32.7,8,2,0,10,0,160,2036,7,117.6,36.385972,-98.504503,21.9314995,22.3330994,8.5092697,0.0928001,8,9,7,7,1
9,0,2000,2,100,2016,7.9,5,14.3,12.9,14,44.5,32.7,8,2,0,10,0,160,2036,8,193.05,34.223872,-99.021025,29.6795006,24.1721001,10.2275,0.096337,8,8,8,7,1
7,0,1930,2,298,2016,7.3,2,7.3,0,0,32.8,25.5,6,2,0,15,0,477,2036,7,53.29,35.414744,-94.52048,73.7154007,22.5965996,9.8551397,0.103513,5,6,6,6,1
7,0,1926,2,610,2016,11,3,6.7,0,0,48.1,28.8,8,2,1953,15,0,976,2036,6,73.7,36.06483,-97.232372,29.9316006,22.0331993,9.5331097,0.096927,5,6,6,7,1
7,0,1941,2,1100,2016,8.5,4,12.8,9.1,10,44.5,32.7,8,2,0,15,0,1760,2036,6,125.44,34.414333,-94.491212,90.0319977,21.8484993,9.33498,0.0965565,4,8,6,7,1
9,0,1950,2,24,2016,7,3,9.7,9.2,10,44.5,32.7,8,2,0,10,0,38,2036,6,96.03,36.384019,-97.330949,29.4251003,21.8817005,8.9642,0.0833279,8,7,6,5,1
7,0,1918,2,1200,2016,12.2,3,7,12.2,19,90.7,58.2,8,2,1989,15,0,1920,2036,7,130.9,35.181985,-96.273225,52.2765007,22.5821991,9.8198299,0.128256,8,6,7,5,1
7,0,1918,2,500,2016,8.5,3,10.1,9.1,10,54.4,32.7,8,2,0,15,0,800,2036,6,98.98,36.265832,-99.11551,21.3034,21.6886997,7.5416298,0.0878309,5,8,6,6,1
7,0,1938,2,1200,2016,7.9,3,10.4,10.1,11,39.7,23.8,8,2,0,15,0,1920,2036,6,111.28,34.0933,-98.095,37.1138992,24.1296997,10.8431997,0.122752,8,8,6,6,1
7,0,1947,2,2600,2016,8.5,4,12.5,8.5,9,38.1,22.8,8,2,0,15,0,4160,2036,8,113.75,35.181928,-97.522342,37.1615982,22.2658005,10.0768995,0.233466,8,8,6,6,1
17,1,1950,5,19160,2016,21,3,13.1,0,0,44.5,26.3,8,2,0,5,0,30656,2036,6,275.1,36.085216,-95.530772,51.2999992,21.6951008,9.4011497,0.0812609,8,8,6,8,1
2,0,1968,4,6700,2016,25.3,3,6.4,43,44,44.5,32.7,8,2,0,25,0,10720,2036,8,279.04,35.371057,-95.171434,63.9510002,22.1786995,9.7407703,0.0988709,8,8,8,7,1
2,0,1935,2,6200,2016,11.6,4,8.1,0,0,44.5,32.7,8,2,0,25,0,9920,2036,7,93.96,34.034565,-96.452685,57.6478996,23.2810001,11.1576004,0.117702,8,7,7,7,1
6,0,1931,2,1900,2016,8.5,3,11.9,0,0,44.5,32.7,8,2,1955,16,0,3040,2036,7,101.15,36.105729,-99.185053,21.3516006,21.5391998,7.4713702,0.0914815,8,9,7,6,1
9,0,2013,2,100,2016,4.9,3,6.4,11,11,44.5,32.7,6,2,0,10,0,160,2036,6,70.4,34.3855,-97.2942,44.7433014,23.1431007,10.0737,0.187104,8,8,6,7,1
12,1,1968,4,34300,2016,13.4,3,10.4,0,0,44.5,32.7,8,2,0,8,0,54880,2036,6,139.36,36.103884,-95.53075,51.0250015,21.6292,9.2706699,0.0808724,8,7,6,8,1
7,0,2011,2,100,2016,4.9,3,7,7.3,8,44.5,32.7,8,2,0,15,0,160,2036,8,54.6,34.2155,-95.2215,78.536499,23.0426006,10.3052998,0.0951174,8,6,8,8,1
19,1,1982,2,224,2016,11.3,4,11.6,10.7,14,32.7,19.6,7,2,0,5,0,358,2036,7,162.4,36.04074,-95.461691,53.0516014,21.7031002,9.4205599,0.0829938,4,5,5,5,1
6,0,1933,2,890,2016,8.5,3,6.4,0,0,44.5,32.7,8,2,0,16,0,1424,2036,6,54.4,36.502837,-99.112331,20.1555996,21.6651993,7.4588099,0.0794739,8,8,6,7,1
7,0,1959,2,1500,2016,8.5,3,6.4,0,0,46,27.6,8,2,0,15,0,2400,2036,5,54.4,34.082614,-96.164939,57.950901,23.2700005,10.6813002,0.114068,4,7,5,6,0
7,0,2004,2,2050,2016,8.8,3,10.4,0,0,42.6,25.6,7,2,0,15,0,3280,2036,6,91.52,36.0126,-96.0335,44.8618011,21.8910999,9.3501101,0.0792293,4,8,6,7,1
9,0,1994,2,50,2016,5.5,4,12.8,7.9,8,38.1,25.4,8,2,0,10,0,80,2036,8,108.8,36.021726,-95.360335,54.0303993,21.7507,9.5510798,0.0846299,8,7,6,7,1
19,1,1977,2,3136,2016,11,3,6.4,0,0,50.1,30,8,2,0,5,0,5018,2036,8,70.4,36.03191,-95.475571,52.9653015,21.7593002,9.5082998,0.0830115,8,5,7,6,1
16,1,1988,4,6400,2016,14.6,5,13.7,14.6,23,37.2,21.8,8,2,0,5,0,10240,2036,8,312.36,35.214682,-97.343203,38.4057007,22.3472996,9.8295298,0.191017,8,7,5,7,1
6,0,1985,2,1700,2016,9.8,5,14.3,0,0,54.4,32.7,8,2,0,16,0,2720,2036,7,140.14,35.513763,-99.434534,23.3572998,21.9566002,8.26966,0.101451,8,8,7,8,1
7,0,1952,4,9000,2016,24.4,3,7,0,0,90.7,65.6,8,2,1997,15,0,14400,2036,6,170.8,35.592423,-96.102565,47.4319992,22.1917992,9.62677,0.0952735,8,7,6,7,1
7,0,1948,2,100,2016,7.3,3,6.4,0,0,41.7,32.7,8,2,0,15,0,160,2036,7,46.72,35.311132,-95.141918,64.3187027,22.3775997,9.7601099,0.0997046,8,7,7,6,1
7,0,1953,2,160,2016,24,3,6.4,0,0,57.7,34.7,6,2,0,15,0,256,2036,3,153.6,36.202148,-96.262797,42.2232018,21.6772995,9.2279797,0.0742554,3,6,3,5,0
7,0,1957,2,283,2016,7.3,3,10.4,7.9,8,54.4,32.7,8,2,0,15,0,453,2036,5,88.4,34.200485,-97.410556,43.5830002,23.469101,10.8586998,0.14719,4,8,5,5,0
7,0,1937,2,5400,2016,9.8,3,7.3,0,0,32.7,19.6,8,2,1953,15,0,8640,2036,6,71.54,35.460875,-97.350528,35.6175003,21.7084007,10.2793999,0.171318,8,6,4,7,1
9,0,1982,2,250,2016,8.5,4,14.1,9.8,10,44.5,32.7,8,2,0,10,0,400,2036,6,146.64,36.084143,-97.061854,31.5527,21.9594994,9.1276999,0.0899196,5,7,6,6,1
7,0,1954,2,1600,2016,9.1,3,7,0,0,62.7,37.5,8,2,0,15,0,2560,2036,7,63.7,35.351748,-95.511912,61.2266998,22.1208,10.1223001,0.0997203,8,6,7,6,1
2,0,1955,2,100,2016,12.2,7,18.5,13.4,14,44.5,32.7,8,2,0,25,0,160,2036,7,259,35.005797,-95.430772,67.5008011,21.8841991,10.5046997,0.106891,8,4,7,8,1
2,0,1946,2,2400,2016,12.2,3,6.4,12.2,22,37.9,22.7,8,2,1995,25,0,3840,2036,6,143.36,34.012068,-96.014283,61.4566002,23.2926998,10.7284002,0.104683,4,8,6,7,1
19,1,2007,5,100,2016,20.8,4,11.6,20.8,26,54.6,32.7,8,2,0,5,0,160,2036,7,300.44,36.0604,-95.496,52.2610016,21.7404003,9.49123,0.0821818,8,8,7,8,1
2,0,1938,2,2100,2016,8.8,3,6.4,25.3,26,32.7,19.6,7,2,0,25,0,3360,2036,5,165.76,36.214369,-98.39437,23.1189995,22.2441006,8.7714901,0.104488,5,6,5,7,0
16,1,1965,4,14600,2016,15.8,3,6.7,15.8,21,37.2,21.8,8,2,1975,7,0,23360,2036,6,138.69,35.354877,-97.325853,37.164299,21.8062,10.2497997,0.176904,7,7,5,6,1
7,0,1965,2,610,2016,8.5,3,10.1,9.8,10,38.1,29.4,7,2,0,15,0,976,2036,7,105.04,35.071365,-98.442687,27.6807003,22.3973007,9.5295601,0.229909,8,7,7,8,1
16,1,1965,4,6500,2016,15.2,3,9.8,15.2,31,44.5,32.7,8,2,0,5,0,10400,2036,6,307.72,35.325262,-97.283624,38.3241005,22.0030994,10.0754004,0.170609,4,8,6,7,1
6,0,1966,2,3100,2016,13.4,11,13.3,0,0,44.5,32.7,8,2,0,16,0,4960,2036,7,178.22,36.065956,-96.385382,42.1004982,21.8801994,9.2348604,0.0783256,8,9,7,7,1
9,0,1995,2,60,2016,6.1,2,7.9,9.2,10,44.4,32.6,6,2,0,10,0,96,2036,7,76.63,35.530705,-95.302394,61.7223015,22.1448002,9.8111401,0.0953267,4,8,7,5,1
7,0,1981,2,278,2016,7.9,3,9.8,10.4,11,37.2,21.8,6,2,0,15,0,445,2036,7,107.8,34.004582,-97.013444,48.7212982,23.4025002,10.8541002,0.117955,4,7,6,6,1
9,0,2011,2,100,2016,7.9,3,6.4,8.7,9,44.8,26.9,8,2,0,10,0,160,2036,8,59.52,35.5613,-96.02502,49.9359016,22.1914997,9.4839897,0.0957985,4,6,6,7,1
7,0,1957,2,41,2016,6.1,5,13.4,9.1,10,44.5,24.5,8,2,0,15,0,66,2036,7,131.32,35.451687,-94.47552,74.5706024,22.2595997,9.6038904,0.104396,5,6,6,6,1
7,0,1957,2,720,2016,7.9,3,7.6,0,0,43.8,26.3,8,2,0,15,0,1152,2036,5,60.04,36.510453,-95.360155,52.2080002,21.1811008,8.89746,0.0749956,8,8,5,8,0
7,0,1981,2,400,2016,12.2,5,13.7,11.6,12,39.2,30,7,2,0,15,0,640,2036,7,167.14,35.255718,-95.543858,62.7299004,22.3880005,10.3563004,0.10323,8,7,7,6,1
7,0,1925,2,3626,2016,7.3,3,6.4,7.3,8,37.6,21.8,7,2,0,15,0,5802,2036,6,52.48,34.372586,-98.352835,35.4085999,23.8038998,10.1908998,0.180234,7,7,5,4,1
17,1,1985,4,23437,2016,15.2,2,7.9,15.2,20,32.7,19.6,8,2,0,5,0,28114,2036,7,158.79,36.033901,-95.48293,52.8462982,21.7784004,9.5383596,0.0828833,8,5,4,5,1
7,0,1955,2,690,2016,9.8,5,16.5,0,0,44.5,32.7,7,2,0,15,0,1104,2036,6,161.7,35.504938,-95.135247,63.4149017,22.4655991,9.7021399,0.0969279,7,7,6,7,1
9,0,2002,2,100,2016,7.9,4,12,0,0,74.8,44.8,8,2,0,10,0,160,2036,7,94.8,36.511287,-95.535651,48.2708015,21.1462994,8.84025,0.0728591,8,6,7,8,1
19,1,1990,2,250,2016,7.9,3,9.8,0,0,37.6,22.5,6,2,0,5,0,400,2036,3,77.42,35.361347,-97.285737,37.7158012,21.9002991,10.2157001,0.168033,3,7,3,6,0
7,0,1942,2,225,2016,7.9,3,6.2,0,0,32.7,19.1,8,2,0,15,0,360,2036,6,48.98,36.232255,-97.424022,29.2759991,21.7276001,8.9890699,0.094124,7,7,5,6,1
9,0,1960,4,13700,2016,14.6,3,9.6,15.1,16,54.4,32.7,8,2,0,10,0,21920,2036,6,151.68,36.251137,-97.530978,28.3684006,21.6683006,8.9423103,0.0961959,7,7,6,7,1
7,0,1933,2,200,2016,7.3,3,6.4,11,12,32.7,24.5,8,2,0,10,0,320,2036,8,74.24,34.052486,-96.175143,57.0035019,23.2730007,10.7454004,0.112294,8,7,6,6,1
7,0,1954,2,1000,2016,9.1,3,7.9,19.5,20,43.7,26.2,7,2,0,15,0,1600,2036,7,158.79,35.380648,-99.132695,24.2362003,22.0846004,8.9799995,0.118914,8,7,6,7,1
6,0,1950,2,6300,2016,11,4,9.9,18.8,19,44.5,26.7,8,2,0,16,0,10080,2036,6,192.06,35.151259,-95.121205,68.8554993,22.6166992,9.70928,0.101225,5,6,6,6,1
7,0,1988,2,707,2016,6.7,3,10.4,0,0,32.7,19.1,8,2,0,15,0,1131,2036,7,69.68,36.514742,-100.512665,13.6444998,21.4489002,5.8632898,0.0666881,8,8,5,7,1
9,0,1986,2,100,2016,6.4,3,7,0,0,32.7,19.1,8,2,0,10,0,160,2036,7,44.8,36.372179,-98.144642,22.8285007,21.8223,8.3828497,0.0962877,5,5,5,7,1
9,0,1980,2,100,2016,6.7,7,14.9,6.1,7,44.5,32.7,8,2,0,10,0,160,2036,7,99.83,34.494828,-99.021019,27.5540009,23.6158009,9.76546,0.125348,8,7,7,6,1
7,0,1938,2,1200,2016,7.3,4,12.8,7.3,7,32.7,19.6,8,2,0,15,0,1920,2036,7,93.44,35.134635,-96.312303,48.9333,22.6501999,9.8916397,0.13328,7,6,5,5,1
12,1,1971,6,20100,2016,16.5,3,8.1,0,0,85.2,51.1,8,2,0,29,0,32160,2036,6,133.65,34.010132,-96.233329,58.0480995,23.2961998,10.6127005,0.11095,8,8,6,6,1
7,0,2015,2,100,2016,7.3,3,8.7,12.2,13,44.5,32.7,8,2,0,15,0,160,2036,8,111.36,34.414497,-98.590075,28.8026009,23.9454994,9.9282999,0.15996,8,8,8,7,1
7,0,1934,2,1600,2016,9.1,5,14.9,26.8,27,44.5,32.7,7,2,0,15,0,2560,2036,7,408.26,35.261584,-98.434402,27.7299995,22.1266994,9.2450705,0.176081,8,7,7,6,1
7,0,1951,2,1700,2016,10.4,3,14.3,11.6,12,55.9,36.3,8,2,0,15,0,2720,2036,6,174.46,35.200383,-98.043279,31.2905006,22.4634991,9.5412798,0.227162,8,6,6,6,1
6,0,1994,4,12100,2016,24.4,4,11.6,0,0,54.4,32.7,8,2,0,16,0,19360,2036,6,283.04,35.475357,-95.091786,63.0261993,22.4724007,9.7287397,0.0976667,8,8,6,7,1
7,0,2002,2,100,2016,7.9,3,10.7,9.1,10,90.7,65.3,8,2,0,15,0,160,2036,8,104.86,34.023133,-97.310951,44.7179985,23.5463009,11.0270996,0.120442,8,7,8,7,1
7,0,2013,2,660,2016,12.2,3,9.8,0,0,39.1,32.7,8,2,0,15,0,1056,2036,8,119.56,36.4229,-96.4036,39.7966995,21.7926998,8.9948797,0.0693015,8,8,8,8,1
7,0,1953,2,750,2016,7.9,3,10.1,14.6,15,67.5,40.5,8,2,0,15,0,1200,2036,7,153.52,35.370363,-99.480538,23.2758999,22.0881996,8.41611,0.104393,8,7,7,7,1
9,0,2015,2,24,2016,4.9,2,9.9,11,11,68,40.8,5,2,0,10,0,38,2036,7,108.9,34.4148,-94.5514,90.0435028,22.0526009,9.2499399,0.0962201,8,4,7,6,1
7,0,1987,2,100,2016,7.3,3,9.4,25.9,26,44.5,32.7,7,2,0,15,0,160,2036,8,247.22,34.270029,-99.100347,28.5259991,23.9972992,10.0670996,0.0964192,8,6,8,7,1
2,0,1936,2,4500,2016,20.7,3,10.4,0,0,44.5,32.7,8,2,2009,25,0,7200,2036,7,215.28,36.080485,-98.544956,21.8994999,21.6457996,8.4123096,0.109609,8,7,7,8,1
16,1,1951,2,1600,2016,7.3,3,6.4,0,0,43.7,26.2,8,2,0,15,0,2560,2036,7,46.72,36.164065,-97.165397,30.6488991,21.9685001,9.2033501,0.0893481,8,8,6,7,1
9,0,2007,2,24,2016,5.5,0,7,6.4,6,43.6,31.8,7,2,0,5,0,80,2036,7,44.8,34.365586,-95.110448,79.5065002,22.4146004,9.9746199,0.097374,8,3,7,7,1
6,0,1933,2,530,2016,9.8,3,10.4,0,0,44.5,32.7,8,2,0,16,0,848,2036,8,101.92,34.260753,-95.214656,78.7846985,22.7971001,10.1792002,0.0961479,4,8,8,6,1
9,0,2008,2,4200,2016,7.9,3,6.4,12.3,13,44.5,32.7,8,2,0,5,0,6720,2036,8,81.28,36.140574,-95.592452,49.5239983,21.6355,9.0685101,0.0794267,8,8,8,7,1
9,0,1939,2,1500,2016,6.7,3,6.4,10.4,11,37.2,22.5,8,2,0,10,0,2400,2036,7,71.04,35.311514,-97.155443,39.4603996,22.0338993,9.9788198,0.153393,8,7,6,7,1
6,0,2001,4,11400,2016,24.4,4,8.8,0,0,54.4,32.7,8,2,0,16,0,18240,2036,8,214.72,36.182646,-95.313252,53.7798004,21.4199009,8.9733496,0.0819193,8,8,8,8,1
6,0,2018,2,310,2017,6.1,4,20.4,6.1,6,90.7,90.7,8,2,0,25,0,410,2037,8,124.44,35.2654,-99.1007,25.7467995,22.0708008,9.1420097,0.127712,8,8,8,8,1
2,0,1933,4,4300,2016,21.9,3,10.1,30.5,30,44.5,32.7,8,2,2005,25,0,6880,2036,7,308.05,36.174718,-99.125034,21.4200001,21.6441002,7.5679598,0.0907533,8,7,7,7,1
2,0,1932,2,2000,2016,13.4,3,10.1,20.1,21,44.5,32.7,8,2,1965,25,0,3200,2036,7,209.07,34.030798,-97.573259,42.9939003,23.6889992,11.0422001,0.120849,8,8,7,8,1
9,0,1994,2,200,2016,7.3,3,6.4,12.8,13,54.4,32.7,8,2,0,10,0,320,2036,7,85.76,35.311872,-96.544341,45.7797012,22.3803997,9.9486198,0.124697,8,6,7,7,1
2,0,1973,4,4700,2016,26.5,3,7.4,34.7,35,44.5,32.7,8,2,0,25,0,7520,2036,7,261.96,36.235807,-97.162583,30.8721008,21.9517994,9.2714005,0.0858459,5,8,7,7,1
7,0,1940,2,900,2016,9.8,3,11.6,7.3,7,51.3,30.7,8,2,0,15,0,1440,2036,6,84.68,35.074568,-96.242136,50.4469986,22.5715008,9.9739704,0.13499,5,4,6,4,1
7,0,1941,2,100,2016,7.9,4,7.6,12.8,13,37.2,21.8,8,2,1989,15,0,160,2036,7,101.84,34.372233,-97.161282,45.6428986,23.1333008,10.1134005,0.172184,8,6,6,6,1
7,0,1942,2,100,2016,7.3,3,11.1,0,12,39.7,23.9,8,2,0,15,0,160,2036,8,128.76,35.492872,-96.335664,47.7526016,22.2973995,9.8451004,0.10572,8,7,6,6,1
9,0,1994,2,2311,2016,11.1,2,6.8,18.4,19,44.5,32.7,8,2,0,10,0,3698,2036,8,129.2,36.061599,-96.031807,45.6385002,21.8262005,9.35989,0.0779685,8,6,8,8,1
12,1,1968,4,19800,2016,25.3,4,7.6,35.7,36,44.5,32.7,8,2,0,8,0,31680,2036,8,275.88,36.014492,-95.420312,53.5796013,21.7332001,9.51789,0.0840259,8,7,8,7,1
7,0,1938,2,520,2016,7.3,3,10.4,9.1,10,48.5,29.1,8,2,0,15,0,832,2036,7,101.92,34.181708,-98.40452,33.3111992,24.1837006,10.4167995,0.126036,8,7,7,7,1
6,0,1940,2,4600,2016,12.2,3,6.4,13.7,15,32.7,19.6,8,2,0,16,0,7360,2036,6,95.36,34.563071,-96.003093,63.1568985,22.6774998,10.2370005,0.132352,4,8,5,6,1
6,0,1967,2,2700,2016,13.4,3,7,0,0,59.1,35.4,8,2,0,16,0,4320,2036,7,93.8,35.442464,-95.315099,62.7467003,22.2460003,9.8692598,0.0971397,4,7,7,7,1
9,0,1940,2,100,2016,6.1,3,7,6.1,7,24.5,14.5,8,2,0,10,0,160,2036,6,47.6,34.26016,-96.574664,53.3139,23.1516991,10.3852997,0.139162,7,8,4,6,1
9,0,1960,2,24,2016,7.3,3,6.3,0,0,32.7,19.1,8,2,0,10,0,38,2036,7,45.99,36.274799,-97.193898,30.5764008,21.9410992,9.1721601,0.0849053,8,8,5,7,1
7,0,1928,2,880,2016,7.3,3,14.3,0,0,42.5,25.5,8,2,0,15,0,1408,2036,6,104.39,36.171983,-96.415433,42.0359001,21.9118004,9.1337795,0.0753686,8,8,6,7,1
7,0,1981,2,100,2016,6.1,4,7.6,9.8,10,44.5,32.7,8,2,0,15,0,160,2036,8,79.04,34.535901,-99.132583,27.1194,23.7021999,9.8359499,0.117872,8,6,8,7,1
19,1,1961,2,100,2016,6.1,3,16.8,0,0,44.5,32.7,7,2,0,5,0,160,2036,6,102.48,36.155166,-95.505941,50.7402992,21.4176998,9.0370302,0.0800798,8,7,6,8,1
1,0,1964,4,7700,2016,25.3,3,9.1,39.6,40,44.5,32.7,8,2,0,36,1,12320,2036,8,365.82,34.234987,-98.243332,34.7751999,23.9573002,10.4027996,0.143292,8,8,8,7,1
7,0,1960,2,1893,2016,7.3,3,6.4,0,0,40.5,24.2,8,2,0,15,0,2182,2036,8,46.72,36.030044,-95.422937,53.5161018,21.6944008,9.4447803,0.0836737,8,7,6,8,1
7,0,2003,2,1500,2016,10.4,2,8.1,0,0,48,28.8,8,2,0,15,0,2400,2036,7,84.24,36.4802,-95.573784,46.7336998,21.1634007,8.8474798,0.0730074,8,8,7,8,1
7,0,1995,2,1900,2016,12.2,4,7.6,0,0,54.4,32.7,8,2,0,15,0,3040,2036,6,92.72,34.54447,-98.112373,36.1689987,23.2150993,10.2342997,0.272857,7,8,6,7,1
9,0,1940,2,214,2016,6.1,3,6.4,7.8,8,37.2,21.8,8,2,0,10,0,342,2036,6,54.4,34.22053,-98.18331,35.7047005,23.9580994,10.4877005,0.142129,8,6,6,5,1
6,0,1952,2,4500,2016,12.2,3,6.4,0,0,69.7,41.8,8,2,1988,16,0,7200,2036,7,78.08,35.590871,-96.525111,43.5307007,22.2066002,9.34056,0.102297,8,7,7,7,1
17,1,1981,6,20000,2016,21.9,3,10.1,0,0,44.5,32.7,8,2,1996,8,0,32000,2036,7,221.19,36.033734,-95.462303,53.1133003,21.7187004,9.4447098,0.0831311,8,7,7,7,1
6,0,1996,4,8100,2016,12.2,3,11,0,0,54.4,32.7,8,2,0,16,0,12960,2036,7,134.2,36.182496,-95.262359,54.7872009,21.4234009,8.9921904,0.0826105,8,8,7,8,1
9,0,1995,2,350,2016,6.1,2,13.4,8.6,9,54.4,32.7,8,2,0,10,0,560,2036,8,123.28,36.201082,-95.160904,56.9599991,21.4232006,8.9610205,0.0836885,5,7,8,7,1
9,0,1983,2,75,2016,6.7,3,9.8,8.5,9,54.4,32.7,7,2,0,10,0,120,2036,6,89.18,36.284719,-95.054449,58.2420006,21.4596004,8.9755497,0.0837175,8,7,6,6,1
